Id,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor,img,seg
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[[[ 16  14  28]
  [  9   6  17]
  [ 41  36  40]
  ...
  [212 209 216]
  [ 94  88 100]
  [105  96 113]]

 [[ 11   9  22]
  [ 18  15  24]
  [ 13   7  11]
  ...
  [255 253 255]
  [154 150 167]
  [131 123 146]]

 [[ 18  12  24]
  [  3   0   5]
  [ 25  16  21]
  ...
  [160 159 175]
  [103 100 121]
  [116 110 136]]

 ...

 [[ 92  65  54]
  [ 33   9   0]
  [ 62  44  30]
  ...
  [ 32  34  55]
  [ 26  28  49]
  [ 32  34  55]]

 [[187 161 148]
  [147 123 111]
  [120 102  88]
  ...
  [ 37  39  60]
  [ 29  31  52]
  [ 39  41  62]]

 [[251 225 212]
  [255 232 218]
  [233 216 200]
  ...
  [ 27  29  50]
  [ 25  27  48]
  [ 45  47  68]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[245 245 243]
  [243 243 241]
  [242 242 240]
  ...
  [246 246 246]
  [242 242 242]
  [247 247 247]]

 [[244 244 242]
  [241 241 239]
  [240 240 238]
  ...
  [241 241 241]
  [239 239 239]
  [243 243 243]]

 [[242 242 240]
  [239 239 237]
  [238 238 236]
  ...
  [240 240 240]
  [237 237 237]
  [242 242 242]]

 ...

 [[150 153 146]
  [146 149 142]
  [150 153 146]
  ...
  [ 56  57  39]
  [ 57  58  40]
  [ 59  60  42]]

 [[151 154 147]
  [142 145 138]
  [147 150 143]
  ...
  [ 57  58  40]
  [ 55  56  38]
  [ 57  58  40]]

 [[148 151 144]
  [147 150 143]
  [149 152 145]
  ...
  [ 59  60  42]
  [ 55  56  38]
  [ 57  58  40]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
219,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[ 44  45  66]
  [ 42  45  64]
  [ 48  51  68]
  ...
  [ 89  53  57]
  [100  58  70]
  [ 97  52  72]]

 [[ 47  49  70]
  [ 47  52  71]
  [ 53  58  77]
  ...
  [102  59  69]
  [101  53  77]
  [101  62  57]]

 [[ 47  52  72]
  [ 51  56  76]
  [ 40  47  65]
  ...
  [ 94  54  65]
  [104  56  72]
  [ 97  56  64]]

 ...

 [[191 170 169]
  [170 152 152]
  [163 141 143]
  ...
  [121  93  82]
  [174 144 134]
  [163 125 116]]

 [[163 143 142]
  [159 141 139]
  [188 167 166]
  ...
  [ 91  70  65]
  [173 146 135]
  [184 147 129]]

 [[191 173 171]
  [177 159 157]
  [198 178 179]
  ...
  [103  84  80]
  [152 130 119]
  [184 152 137]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"[[[100  99 105]
  [ 93  92  98]
  [100  99 105]
  ...
  [ 55  55  67]
  [ 55  55  67]
  [ 56  56  68]]

 [[101 101 109]
  [105 105 113]
  [103 103 111]
  ...
  [ 54  54  66]
  [ 55  55  67]
  [ 55  55  67]]

 [[106 106 116]
  [108 108 118]
  [108 108 118]
  ...
  [ 56  56  68]
  [ 56  56  68]
  [ 56  56  68]]

 ...

 [[194 143  36]
  [192 141  34]
  [192 141  34]
  ...
  [ 14  14  14]
  [ 13  13  13]
  [ 13  13  13]]

 [[195 144  37]
  [193 142  35]
  [193 142  33]
  ...
  [ 14  14  14]
  [ 14  14  14]
  [ 13  13  13]]

 [[196 145  36]
  [195 144  35]
  [197 146  37]
  ...
  [ 15  15  15]
  [ 14  14  14]
  [ 14  14  14]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[230 230 240]
  [229 232 241]
  [229 232 241]
  ...
  [205 215 227]
  [205 212 228]
  [205 211 227]]

 [[229 232 241]
  [230 233 242]
  [230 233 242]
  ...
  [206 212 226]
  [204 214 226]
  [201 215 228]]

 [[229 232 241]
  [229 232 241]
  [232 232 242]
  ...
  [206 214 227]
  [205 213 226]
  [206 212 228]]

 ...

 [[220 224 235]
  [221 225 234]
  [221 225 234]
  ...
  [227 228 233]
  [227 228 233]
  [227 228 233]]

 [[219 223 234]
  [220 224 235]
  [220 224 235]
  ...
  [227 228 233]
  [227 228 233]
  [226 227 231]]

 [[217 224 232]
  [219 223 234]
  [219 223 234]
  ...
  [227 226 232]
  [226 225 231]
  [226 225 230]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"[[[ 85  67  57]
  [ 86  69  59]
  [ 83  66  56]
  ...
  [110  94  35]
  [101  84  28]
  [ 96  79  23]]

 [[ 80  63  53]
  [ 84  67  57]
  [ 84  67  57]
  ...
  [103  86  32]
  [ 98  81  27]
  [ 95  78  26]]

 [[ 89  72  62]
  [ 88  71  61]
  [ 86  72  61]
  ...
  [105  88  36]
  [113  95  45]
  [117  99  49]]

 ...

 [[ 11  12   7]
  [  9  10   5]
  [ 11  12   7]
  ...
  [ 14  15  10]
  [ 12  13   8]
  [ 11  12   7]]

 [[  9  10   5]
  [  6   7   2]
  [  4   5   0]
  ...
  [ 13  14   9]
  [ 10  11   6]
  [  9  10   5]]

 [[  4   5   0]
  [  5   6   1]
  [  4   5   0]
  ...
  [ 13  14   9]
  [ 11  12   7]
  [  9  10   5]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[[[  1   1   1]
  [  0   0   0]
  [ 17  17  17]
  ...
  [ 39  39  39]
  [ 68  68  68]
  [ 93  93  93]]

 [[  4   4   4]
  [  0   0   0]
  [  8   8   8]
  ...
  [ 61  61  61]
  [108 108 108]
  [102 102 102]]

 [[  2   2   2]
  [  2   2   2]
  [  0   0   0]
  ...
  [ 39  39  39]
  [ 99  99  99]
  [ 84  84  84]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 13  13  13]
  [ 73  73  73]
  [ 76  76  76]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  0   0   0]
  [ 45  45  45]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  1   1   1]
  [  4   4   4]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"[[[122 149 196]
  [111 138 185]
  [100 127 174]
  ...
  [ 96 119 169]
  [ 98 120 169]
  [102 124 171]]

 [[110 137 184]
  [111 138 185]
  [107 133 182]
  ...
  [100 123 173]
  [103 125 174]
  [106 128 175]]

 [[ 93 119 168]
  [ 99 125 174]
  [ 99 125 174]
  ...
  [ 92 115 165]
  [ 95 117 166]
  [ 98 120 169]]

 ...

 [[ 93 102  71]
  [ 79  88  57]
  [  0   3   0]
  ...
  [173 148 107]
  [147 125  86]
  [198 180 144]]

 [[ 79  86  68]
  [ 79  86  70]
  [ 58  64  50]
  ...
  [160 132  92]
  [133 111  72]
  [142 122  87]]

 [[ 92  98  88]
  [ 95 102  84]
  [ 67  73  59]
  ...
  [171 142 102]
  [147 123  85]
  [138 118  83]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"[[[ 65  76  60]
  [ 65  76  60]
  [ 69  80  64]
  ...
  [100 110 101]
  [ 99 109 100]
  [ 98 108  99]]

 [[ 66  77  61]
  [ 66  77  61]
  [ 69  80  64]
  ...
  [ 99 109 101]
  [ 98 108 100]
  [ 98 108 100]]

 [[ 66  77  61]
  [ 66  77  61]
  [ 68  79  63]
  ...
  [100 110 102]
  [ 99 109 101]
  [ 98 108 100]]

 ...

 [[  5   5   5]
  [  5   5   5]
  [  5   5   5]
  ...
  [ 41  49  51]
  [ 34  42  45]
  [ 34  42  45]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [ 13  22  21]
  [ 14  23  22]
  [ 10  19  18]]

 [[ 11  11  11]
  [ 10  10  10]
  [ 10  10  10]
  ...
  [ 14  20  18]
  [ 30  39  36]
  [ 22  31  28]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[[[123 107  81]
  [121 106  73]
  [123 109  72]
  ...
  [124 105  73]
  [127 105  66]
  [128 110  74]]

 [[115 106  67]
  [113 104  65]
  [114 102  62]
  ...
  [119  95  69]
  [118  92  59]
  [130 110  77]]

 [[112 104  67]
  [103  94  61]
  [ 94  85  56]
  ...
  [152 137 116]
  [133 116  98]
  [156 146 134]]

 ...

 [[ 73  73  39]
  [ 76  75  44]
  [ 81  81  47]
  ...
  [109 111  98]
  [ 96  98  84]
  [ 84  86  72]]

 [[ 83  86  55]
  [ 82  85  54]
  [ 82  86  53]
  ...
  [125 128 121]
  [124 127 118]
  [118 121 112]]

 [[ 98 103  80]
  [ 92  98  72]
  [ 88  92  65]
  ...
  [121 126 120]
  [126 131 124]
  [129 134 127]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[108 108 100]
  [106 106  98]
  [106 105 100]
  ...
  [111 116 110]
  [111 116 110]
  [114 116 111]]

 [[107 107  99]
  [106 105 100]
  [105 106 100]
  ...
  [111 116 110]
  [112 117 111]
  [114 116 111]]

 [[106 107  99]
  [107 108 102]
  [106 107 101]
  ...
  [112 117 111]
  [112 117 111]
  [112 117 111]]

 ...

 [[144 156  80]
  [147 160  81]
  [148 160  78]
  ...
  [165 182 111]
  [179 196 125]
  [165 182 111]]

 [[148 159  83]
  [148 159  81]
  [149 158  77]
  ...
  [153 172  91]
  [173 192 111]
  [161 180  99]]

 [[154 162  87]
  [152 160  83]
  [150 159  78]
  ...
  [152 172  87]
  [161 181  94]
  [156 176  89]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,"[[[170 172 151]
  [170 172 151]
  [169 171 149]
  ...
  [ 99  84  51]
  [112  98  61]
  [124 112  70]]

 [[169 171 150]
  [169 171 150]
  [169 171 150]
  ...
  [ 98  85  51]
  [114 102  64]
  [124 112  70]]

 [[169 171 150]
  [170 172 151]
  [170 172 151]
  ...
  [101  82  50]
  [123 105  69]
  [127 112  73]]

 ...

 [[156 165 162]
  [158 167 164]
  [161 167 167]
  ...
  [183 207 207]
  [182 206 206]
  [182 206 206]]

 [[156 162 160]
  [158 164 162]
  [158 167 166]
  ...
  [181 205 205]
  [181 205 205]
  [181 205 205]]

 [[159 161 158]
  [160 164 163]
  [160 166 164]
  ...
  [182 206 206]
  [182 206 206]
  [182 206 206]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
229,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[114 106  87]
  [117 109  90]
  [120 112  93]
  ...
  [129 126 109]
  [129 126 109]
  [129 126 109]]

 [[145 127 105]
  [144 127 107]
  [144 127 107]
  ...
  [112 105  87]
  [114 107  89]
  [116 109  91]]

 [[149 128 101]
  [148 126 102]
  [147 127 102]
  ...
  [124 111  92]
  [124 113  95]
  [125 114  96]]

 ...

 [[129 128 123]
  [129 128 123]
  [130 129 124]
  ...
  [131 131 123]
  [131 131 123]
  [131 131 123]]

 [[129 126 121]
  [129 126 121]
  [128 127 122]
  ...
  [123 122 117]
  [123 122 117]
  [122 121 116]]

 [[128 125 118]
  [128 125 118]
  [129 126 119]
  ...
  [114 115 110]
  [115 114 110]
  [114 113 109]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
230,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"[[[ 52  63  55]
  [ 48  59  51]
  [ 47  58  52]
  ...
  [113 144 165]
  [109 141 162]
  [104 139 161]]

 [[ 50  61  53]
  [ 46  57  49]
  [ 49  58  53]
  ...
  [117 145 166]
  [111 142 163]
  [108 140 161]]

 [[ 49  60  52]
  [ 51  61  53]
  [ 54  63  58]
  ...
  [122 149 168]
  [119 148 166]
  [115 146 166]]

 ...

 [[151 153 152]
  [157 166 165]
  [160 170 169]
  ...
  [160 162 159]
  [148 150 147]
  [151 151 149]]

 [[169 171 168]
  [176 185 182]
  [177 188 184]
  ...
  [139 141 138]
  [161 163 158]
  [161 162 157]]

 [[140 142 139]
  [150 159 154]
  [154 165 159]
  ...
  [163 165 160]
  [174 175 169]
  [185 186 180]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[ 72  71  66]
  [ 23  22  17]
  [ 34  35  29]
  ...
  [ 58  60  49]
  [ 19  22  11]
  [ 53  57  43]]

 [[ 21  20  16]
  [107 108 102]
  [ 53  54  48]
  ...
  [  1   2   0]
  [ 39  40  34]
  [ 96  99  90]]

 [[  4   5   0]
  [ 21  22  17]
  [130 132 127]
  ...
  [ 76  77  72]
  [168 169 164]
  [ 44  45  40]]

 ...

 [[191 175 152]
  [191 175 152]
  [193 177 154]
  ...
  [ 96  91  72]
  [ 93  87  75]
  [125 105 104]]

 [[183 168 145]
  [188 173 150]
  [183 168 145]
  ...
  [207 202 180]
  [126 123 108]
  [ 83  59  59]]

 [[177 165 141]
  [179 167 143]
  [159 147 125]
  ...
  [168 161 133]
  [200 197 178]
  [154 126 122]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
232,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[208 226 236]
  [206 224 234]
  [181 198 208]
  ...
  [216 227 229]
  [220 231 233]
  [221 232 234]]

 [[198 218 229]
  [211 231 240]
  [202 220 230]
  ...
  [206 217 219]
  [196 207 209]
  [192 206 207]]

 [[197 217 228]
  [185 205 216]
  [195 215 224]
  ...
  [197 208 210]
  [190 204 205]
  [190 204 205]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"[[[238 239 241]
  [240 238 243]
  [230 236 236]
  ...
  [234 234 236]
  [233 233 235]
  [233 234 236]]

 [[227 229 226]
  [235 235 227]
  [239 244 247]
  ...
  [233 232 237]
  [232 233 237]
  [232 233 237]]

 [[124 132  91]
  [157 161 134]
  [183 194 152]
  ...
  [234 234 236]
  [233 234 238]
  [232 233 237]]

 ...

 [[ 22  22  20]
  [ 15  27  23]
  [ 17  22  16]
  ...
  [ 77  86  23]
  [ 80  95  38]
  [ 83  76  48]]

 [[ 40  39  37]
  [ 44  46  45]
  [ 49  49  47]
  ...
  [ 62  79  34]
  [ 71  86  43]
  [ 86  80  46]]

 [[ 37  41  42]
  [ 32  28  27]
  [ 30  32  31]
  ...
  [ 63  81  19]
  [ 70  85  28]
  [ 71  81  44]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[112  95  85]
  [128 115  99]
  [121 110  88]
  ...
  [139 164 124]
  [158 183 143]
  [126 152 113]]

 [[112  97  78]
  [115 102  86]
  [122 112 100]
  ...
  [131 153 106]
  [159 181 134]
  [141 163 116]]

 [[110  98  76]
  [125 113  99]
  [117 108 101]
  ...
  [168 187 131]
  [150 169 113]
  [141 160 104]]

 ...

 [[203 198 160]
  [186 171 142]
  [200 180 153]
  ...
  [119 161  98]
  [140 181 125]
  [101 139  78]]

 [[201 196 158]
  [184 169 138]
  [212 192 165]
  ...
  [102 144  81]
  [144 185 129]
  [100 138  77]]

 [[193 188 150]
  [178 163 132]
  [212 192 165]
  ...
  [ 96 141  76]
  [153 197 138]
  [126 164 103]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"[[[105 100  96]
  [109 104  98]
  [108 101  93]
  ...
  [184 185 187]
  [215 216 218]
  [190 196 196]]

 [[111 106 102]
  [108 103  97]
  [111 106 100]
  ...
  [202 208 208]
  [200 204 205]
  [190 199 198]]

 [[115 110 106]
  [125 122 117]
  [137 133 130]
  ...
  [194 203 202]
  [194 203 202]
  [197 207 206]]

 ...

 [[ 43  29  16]
  [ 52  37  16]
  [ 53  35  13]
  ...
  [ 42  31  13]
  [ 42  30  14]
  [ 46  33  17]]

 [[ 40  28  14]
  [ 46  34  10]
  [ 51  31   7]
  ...
  [ 41  33  14]
  [ 40  31  16]
  [ 41  31  19]]

 [[ 40  33  15]
  [ 46  34   8]
  [ 52  32   8]
  ...
  [ 43  35  16]
  [ 41  31  19]
  [ 40  30  21]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"[[[218 243 248]
  [218 243 248]
  [218 243 248]
  ...
  [211 240 248]
  [210 239 247]
  [211 240 248]]

 [[219 244 249]
  [219 244 249]
  [218 243 248]
  ...
  [210 239 247]
  [210 239 247]
  [210 239 247]]

 [[219 244 249]
  [219 244 249]
  [219 244 249]
  ...
  [210 239 247]
  [210 239 247]
  [210 239 247]]

 ...

 [[145 161  54]
  [137 152  47]
  [174 191  87]
  ...
  [164 181  89]
  [113 129  40]
  [142 158  69]]

 [[145 164  48]
  [124 144  29]
  [156 178  67]
  ...
  [144 162  62]
  [116 134  35]
  [168 186  87]]

 [[133 159  36]
  [139 167  46]
  [138 167  49]
  ...
  [144 163  58]
  [109 128  23]
  [152 170  68]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
237,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[[[ 36  73 126]
  [ 37  72 126]
  [ 40  73 127]
  ...
  [ 78 126 188]
  [ 77 125 187]
  [ 78 126 188]]

 [[ 34  74 123]
  [ 36  73 125]
  [ 38  73 129]
  ...
  [ 78 128 187]
  [ 76 128 186]
  [ 76 128 186]]

 [[ 34  73 130]
  [ 36  72 130]
  [ 37  74 127]
  ...
  [ 79 128 187]
  [ 79 128 187]
  [ 79 128 187]]

 ...

 [[ 20  66  92]
  [ 16  62  88]
  [ 18  64  90]
  ...
  [ 32  88 123]
  [ 22  78 113]
  [ 18  72 106]]

 [[ 14  49  77]
  [ 11  48  75]
  [ 13  50  79]
  ...
  [ 35  89 125]
  [ 33  89 126]
  [ 32  88 125]]

 [[ 19  64  87]
  [ 19  63  88]
  [ 17  63  87]
  ...
  [ 24  72 108]
  [ 29  81 120]
  [ 32  86 124]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"[[[203 209 225]
  [204 210 226]
  [205 211 227]
  ...
  [230 235 241]
  [213 218 224]
  [212 217 223]]

 [[203 209 225]
  [204 210 226]
  [205 211 227]
  ...
  [229 234 240]
  [222 227 233]
  [224 229 235]]

 [[204 210 226]
  [205 211 227]
  [205 211 227]
  ...
  [233 238 244]
  [233 238 244]
  [226 231 237]]

 ...

 [[156 125 131]
  [161 130 136]
  [163 132 138]
  ...
  [135  98 105]
  [138 100 111]
  [144 106 119]]

 [[164 135 140]
  [161 132 137]
  [153 124 129]
  ...
  [138  96 100]
  [130  87  96]
  [124  82  92]]

 [[159 130 135]
  [160 131 136]
  [161 132 137]
  ...
  [138  97 103]
  [138  96 106]
  [139  99 110]]]","[[-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 ...
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]
 [-1 -1 -1 ... -1 -1 -1]]"
